,scenario,reverb,snr,si_sdri,si_sdr,si_sdr_start,si_sdr_start_speaker0,si_sdr_start_speaker1,si_sdr_speaker0,si_sdr_spkeaker1
2153,2153,0.32,4.0,7.40415620803833,5.929248809814453,-1.4749075174331665,-1.4812541007995605,-1.4685609340667725,6.045417308807373,5.813079833984375
2154,2154,0.59,5.03,6.591958045959473,5.19514274597168,-1.396815538406372,-1.3790572881698608,-1.4145737886428833,5.046210289001465,5.344075679779053
2155,2155,0.42,9.79,2.516578197479248,2.19852352142334,-0.318054735660553,-0.32798677682876587,-0.3081226944923401,2.2705159187316895,2.126530885696411
2156,2156,0.39,13.37,9.719995498657227,9.564902305603027,-0.15509343147277832,-0.14479732513427734,-0.1653895378112793,9.54477310180664,9.585031509399414
2157,2157,0.52,11.27,4.906444549560547,4.610430717468262,-0.296013742685318,-0.28175419569015503,-0.31027328968048096,4.768275737762451,4.452585697174072
2158,2158,0.34,8.34,8.425461769104004,7.796663761138916,-0.6287977695465088,-0.6270653009414673,-0.6305302381515503,7.628046035766602,7.9652814865112305
2159,2159,0.39,12.37,6.928327560424805,6.581808090209961,-0.3465195894241333,-0.3432866334915161,-0.3497525751590729,6.600112438201904,6.563503742218018
2160,2160,0.33,7.07,7.40754508972168,6.585694789886475,-0.8218505382537842,-0.7949930429458618,-0.8487080931663513,6.420304298400879,6.75108528137207
2161,2161,0.45,3.92,9.361396789550781,7.839878559112549,-1.5215182304382324,-1.5408157110214233,-1.502220630645752,8.637748718261719,7.042008399963379
2162,2162,0.53,2.32,0.7917883396148682,-1.1751059293746948,-1.966894268989563,-1.9360883235931396,-1.9977002143859863,-0.7090503573417664,-1.6411614418029785
2163,2163,0.51,8.08,11.179720878601074,10.546091079711914,-0.6336296200752258,-0.6337064504623413,-0.6335527896881104,10.36251163482666,10.729671478271484
2164,2164,0.27,4.53,9.41364574432373,8.15749740600586,-1.256148338317871,-1.1687533855438232,-1.343543291091919,8.010193824768066,8.304800033569336
2165,2165,0.48,7.57,5.149078845977783,4.510411262512207,-0.6386677026748657,-0.6044498682022095,-0.6728854775428772,4.55631685256958,4.464505195617676
2166,2166,0.56,0.21,-0.5084304809570312,-3.461134910583496,-2.952704429626465,-2.9499101638793945,-2.955498695373535,-0.625059962272644,-6.297209739685059
2167,2167,0.21,5.2,3.879326343536377,2.699549913406372,-1.1797764301300049,-1.1920133829116821,-1.1675395965576172,2.352971076965332,3.046128749847412
2168,2168,0.42,4.85,4.237246513366699,3.0101230144500732,-1.227123498916626,-1.2989376783370972,-1.1553094387054443,3.0635862350463867,2.9566597938537598
2169,2169,0.31,9.09,0.8114111423492432,0.35912033915519714,-0.452290803194046,-0.46996617317199707,-0.43461543321609497,0.8749775886535645,-0.15673689544200897
2170,2170,0.31,12.03,-1.948925256729126,-2.20298433303833,-0.2540591061115265,-0.2574649453163147,-0.2506532669067383,-0.8844983577728271,-3.521470069885254
2171,2171,0.24,14.89,6.748703956604004,6.577425956726074,-0.17127813398838043,-0.18971705436706543,-0.15283921360969543,6.537132740020752,6.617719650268555
2172,2172,0.38,8.56,8.539976119995117,7.9336652755737305,-0.6063107252120972,-0.6105716228485107,-0.6020498871803284,7.942080497741699,7.925250053405762
2173,2173,0.54,12.1,1.9246548414230347,1.616218090057373,-0.3084367513656616,-0.29548728466033936,-0.3213861882686615,1.5453945398330688,1.6870416402816772
2174,2174,0.52,11.89,-2.714919328689575,-2.9327685832977295,-0.2178492546081543,-0.21933287382125854,-0.21636562049388885,-4.203569412231445,-1.6619677543640137
2175,2175,0.32,3.48,1.2516552209854126,-0.396567702293396,-1.6482229232788086,-1.6514962911605835,-1.6449494361877441,0.1751578003168106,-0.9682931900024414
2176,2176,0.45,4.31,6.5785322189331055,5.201277732849121,-1.377254605293274,-1.3807899951934814,-1.3737192153930664,5.524482250213623,4.878072738647461
2177,2177,0.32,5.72,5.257893085479736,4.2620344161987305,-0.9958584904670715,-0.9870264530181885,-1.0046905279159546,4.151838302612305,4.372230529785156
2178,2178,0.46,8.72,8.282072067260742,7.662583351135254,-0.6194891929626465,-0.6391138434410095,-0.5998645424842834,7.539407730102539,7.785758972167969
2179,2179,0.22,6.71,7.969717979431152,7.127303123474121,-0.8424147367477417,-0.76742023229599,-0.9174091815948486,7.858185291290283,6.396421432495117
2180,2180,0.35,4.3,5.132528781890869,3.7872159481048584,-1.3453127145767212,-1.3671138286590576,-1.3235116004943848,4.005785942077637,3.56864595413208
2181,2181,0.29,5.49,1.5663859844207764,0.5246999859809875,-1.0416860580444336,-1.0443285703659058,-1.0390434265136719,0.7195108532905579,0.32988908886909485
2182,2182,0.57,7.99,10.051627159118652,9.423429489135742,-0.6281975507736206,-0.6237935423851013,-0.6326016187667847,9.241800308227539,9.605058670043945
2183,2183,0.27,10.77,1.4656202793121338,1.111647129058838,-0.3539730906486511,-0.37408676743507385,-0.333859384059906,0.677513599395752,1.5457807779312134
2184,2184,0.26,2.66,8.645750045776367,6.6620893478393555,-1.9836602210998535,-1.9955601692199707,-1.9717602729797363,6.851882457733154,6.472295761108398
2185,2185,0.25,0.47,9.759681701660156,6.994710445404053,-2.7649717330932617,-2.7876486778259277,-2.742295026779175,6.9195051193237305,7.069915771484375
2186,2186,0.37,4.54,8.890518188476562,7.598229885101318,-1.2922885417938232,-1.3757752180099487,-1.2088017463684082,7.223496437072754,7.972963333129883
2187,2187,0.33,0.61,9.512077331542969,6.867223739624023,-2.6448535919189453,-2.6525802612304688,-2.6371266841888428,6.761772155761719,6.972675800323486
2188,2188,0.55,3.25,4.739401340484619,3.0560569763183594,-1.6833442449569702,-1.644320011138916,-1.7223684787750244,2.58769154548645,3.5244224071502686
2189,2189,0.38,3.91,9.613716125488281,8.15973949432373,-1.453977108001709,-1.4427214860916138,-1.4652326107025146,8.232148170471191,8.08733081817627
2190,2190,0.3,13.24,1.9561687707901,1.7173535823822021,-0.23881523311138153,-0.23737597465515137,-0.2402544915676117,1.3075952529907227,2.1271119117736816
2191,2191,0.37,2.0,8.063030242919922,6.029186248779297,-2.033844470977783,-2.05263614654541,-2.0150527954101562,6.1056084632873535,5.95276403427124
2192,2192,0.52,9.25,7.395630836486816,6.911581039428711,-0.4840497076511383,-0.4821917414665222,-0.4859076738357544,6.907242774963379,6.915919780731201
2193,2193,0.29,4.53,9.59776496887207,8.446483612060547,-1.1512811183929443,-1.1233950853347778,-1.1791672706604004,8.29315185546875,8.599815368652344
2194,2194,0.5,0.03,7.758471965789795,4.778140544891357,-2.9803314208984375,-2.9754245281219482,-2.9852380752563477,4.355282306671143,5.200998783111572
2195,2195,0.21,11.53,8.655363082885742,8.354593276977539,-0.300770103931427,-0.30135297775268555,-0.30018723011016846,8.386726379394531,8.32245922088623
2196,2196,0.52,9.01,12.189469337463379,11.776843070983887,-0.412626177072525,-0.4418094754219055,-0.38344287872314453,11.70132827758789,11.852357864379883
2197,2197,0.22,14.71,5.637692451477051,5.565854072570801,-0.07183825969696045,-0.08340093493461609,-0.06027558445930481,5.690593242645264,5.441114902496338
2198,2198,0.4,2.53,1.622589111328125,-0.21532611548900604,-1.8379151821136475,-1.8820797204971313,-1.7937507629394531,-0.7822959423065186,0.35164371132850647
2199,2199,0.3,1.04,4.007256507873535,1.4770827293395996,-2.5301737785339355,-2.5874016284942627,-2.4729459285736084,1.7997848987579346,1.1543805599212646
2200,2200,0.31,10.02,10.723795890808105,10.252313613891602,-0.47148236632347107,-0.46811535954475403,-0.4748493731021881,10.16468620300293,10.339941024780273
2201,2201,0.6,9.13,8.827342987060547,8.393339157104492,-0.4340042471885681,-0.4296643137931824,-0.43834415078163147,8.15182113647461,8.634856224060059
2202,2202,0.53,11.13,7.9279584884643555,7.497774124145508,-0.4301842451095581,-0.4482324719429016,-0.412136048078537,7.547698020935059,7.447850227355957
2203,2203,0.23,5.36,8.143020629882812,6.981579780578613,-1.1614408493041992,-1.1660056114196777,-1.1568762063980103,6.969559669494629,6.9935994148254395
2204,2204,0.28,0.92,-0.4289374351501465,-3.0496435165405273,-2.620706081390381,-2.5939786434173584,-2.6474337577819824,-4.637204170227051,-1.462083101272583
2205,2205,0.42,3.81,9.40739917755127,7.903099536895752,-1.5042994022369385,-1.4954860210418701,-1.5131126642227173,7.681064605712891,8.125134468078613
2206,2206,0.51,2.31,8.474954605102539,6.437015533447266,-2.0379395484924316,-2.0409088134765625,-2.03497052192688,6.458628177642822,6.415402889251709
2207,2207,0.49,1.05,6.646022796630859,4.1240715980529785,-2.521951198577881,-2.561528444290161,-2.4823739528656006,4.15900993347168,4.089133262634277
2208,2208,0.22,1.56,6.880917549133301,4.568464279174805,-2.312453269958496,-2.2891886234283447,-2.3357179164886475,4.190671443939209,4.946257591247559
2209,2209,0.36,7.3,9.888397216796875,9.091449737548828,-0.7969479560852051,-0.774886965751648,-0.8190088868141174,9.53754997253418,8.645349502563477
2210,2210,0.25,5.67,-0.7904742956161499,-1.858768343925476,-1.0682940483093262,-1.0727863311767578,-1.063801646232605,-3.530625343322754,-0.18691128492355347
2211,2211,0.34,2.54,8.730010986328125,6.766927719116211,-1.9630837440490723,-1.972269892692566,-1.953897476196289,6.898829460144043,6.635026454925537
2212,2212,0.26,7.09,6.983536720275879,6.233767509460449,-0.7497693300247192,-0.7265273332595825,-0.773011326789856,6.094045162200928,6.373490333557129
2213,2213,0.28,12.86,8.953119277954102,8.704776763916016,-0.24834269285202026,-0.2606302797794342,-0.23605510592460632,8.697903633117676,8.711649894714355
2214,2214,0.38,1.57,5.731643199920654,3.4783873558044434,-2.253255844116211,-2.251124620437622,-2.2553870677948,3.019491195678711,3.937283754348755
2215,2215,0.37,13.27,9.694676399230957,9.421008110046387,-0.2736678719520569,-0.2773423194885254,-0.269993394613266,9.27767562866211,9.564340591430664
2216,2216,0.51,13.47,7.923879146575928,7.760404586791992,-0.16347452998161316,-0.16236858069896698,-0.16458047926425934,7.77944278717041,7.741365909576416
2217,2217,0.48,6.62,8.324604034423828,7.414238929748535,-0.9103646278381348,-0.8950726985931396,-0.9256565570831299,7.722904682159424,7.105573654174805
2218,2218,0.53,1.99,7.398941993713379,5.317230224609375,-2.081712007522583,-2.1094205379486084,-2.0540034770965576,5.3093156814575195,5.3251447677612305
2219,2219,0.36,6.07,0.07970112562179565,-0.8008430600166321,-0.8805441856384277,-0.9029185175895691,-0.8581699132919312,-0.2954174280166626,-1.3062686920166016
2220,2220,0.36,7.6,10.189004898071289,9.483957290649414,-0.7050472497940063,-0.692057728767395,-0.7180368304252625,9.501489639282227,9.466424942016602
2221,2221,0.42,8.89,1.8525185585021973,1.316671371459961,-0.5358471870422363,-0.514693021774292,-0.5570013523101807,1.9568626880645752,0.6764801740646362
2222,2222,0.52,9.63,7.37977933883667,6.942049980163574,-0.4377295672893524,-0.46757248044013977,-0.40788665413856506,7.022507667541504,6.8615922927856445
2223,2223,0.47,4.9,6.833284378051758,5.577782154083252,-1.255502462387085,-1.2730786800384521,-1.2379263639450073,5.740962028503418,5.414602279663086
2224,2224,0.33,6.67,4.633567810058594,3.6774282455444336,-0.956139326095581,-0.950927734375,-0.9613509178161621,3.4389171600341797,3.9159390926361084
2225,2225,0.4,8.48,8.113452911376953,7.477356910705566,-0.6360955238342285,-0.6085503697395325,-0.6636407375335693,7.607237815856934,7.347476482391357
2226,2226,0.56,6.26,7.024383068084717,6.171333312988281,-0.8530498743057251,-0.8485113382339478,-0.8575883507728577,6.056427478790283,6.2862396240234375
2227,2227,0.35,4.45,9.543904304504395,8.223315238952637,-1.320589303970337,-1.331775188446045,-1.309403419494629,7.751703262329102,8.694927215576172
2228,2228,0.45,10.18,6.5084919929504395,6.127804756164551,-0.3806871771812439,-0.3935064375400543,-0.36786794662475586,6.254247665405273,6.001362323760986
2229,2229,0.56,8.97,5.325883865356445,4.756092071533203,-0.5697920322418213,-0.5175249576568604,-0.6220591068267822,4.8463897705078125,4.6657938957214355
2230,2230,0.48,13.33,7.504679203033447,7.289783477783203,-0.2148956060409546,-0.19814550876617432,-0.23164570331573486,7.06110954284668,7.518457412719727
2231,2231,0.44,0.09,8.658863067626953,5.745136260986328,-2.913727283477783,-2.904994487762451,-2.922459840774536,5.602489471435547,5.887783050537109
2232,2232,0.35,9.37,9.289450645446777,8.839263916015625,-0.45018675923347473,-0.41596028208732605,-0.4844132363796234,8.73449420928955,8.9440336227417
2233,2233,0.36,12.72,7.599908828735352,7.409460067749023,-0.19044864177703857,-0.19455023109912872,-0.18634705245494843,7.505284309387207,7.31363582611084
2234,2234,0.39,8.29,6.889636516571045,6.281277179718018,-0.6083592176437378,-0.5978975296020508,-0.6188209652900696,6.499801158905029,6.062753200531006
2235,2235,0.45,4.54,6.932171821594238,5.580746650695801,-1.351425051689148,-1.311430811882019,-1.3914192914962769,5.828920364379883,5.3325724601745605
2236,2236,0.45,12.8,9.188008308410645,8.881508827209473,-0.30649930238723755,-0.31034141778945923,-0.30265721678733826,8.846832275390625,8.91618537902832
2237,2237,0.45,1.3,3.157029151916504,0.9913099408149719,-2.1657192707061768,-2.1744604110717773,-2.156978130340576,0.7571514844894409,1.225468397140503
2238,2238,0.57,14.69,9.379667282104492,9.21774673461914,-0.1619209349155426,-0.16176027059555054,-0.16208159923553467,9.127606391906738,9.307886123657227
2239,2239,0.26,7.77,3.885369300842285,3.1382784843444824,-0.7470906972885132,-0.7551445960998535,-0.7390367388725281,3.0476508140563965,3.2289063930511475
2240,2240,0.41,5.93,9.16760540008545,8.21722412109375,-0.9503815174102783,-0.9357051849365234,-0.965057909488678,8.071856498718262,8.362592697143555
2241,2241,0.49,6.55,6.408491611480713,5.552704334259033,-0.8557873964309692,-0.8446625471115112,-0.8669122457504272,5.446500301361084,5.658908367156982
2242,2242,0.5,4.2,10.431878089904785,9.048822402954102,-1.3830554485321045,-1.3990241289138794,-1.36708664894104,9.024269104003906,9.073375701904297
2243,2243,0.29,6.82,5.236385822296143,4.490038871765137,-0.7463471293449402,-0.809813380241394,-0.6828808784484863,4.512694835662842,4.467382431030273
2244,2244,0.32,3.63,8.266368865966797,6.395618438720703,-1.8707499504089355,-1.89501953125,-1.8464804887771606,6.271295070648193,6.519941806793213
2245,2245,0.49,0.56,7.673059940338135,4.89674186706543,-2.776318073272705,-2.809586763381958,-2.743049144744873,4.923127174377441,4.870357036590576
2246,2246,0.31,2.17,9.646119117736816,7.640931129455566,-2.00518798828125,-1.9663395881652832,-2.0440361499786377,8.18004035949707,7.101821422576904
2247,2247,0.35,12.79,10.57340145111084,10.328641891479492,-0.24475978314876556,-0.23019635677337646,-0.25932320952415466,10.317679405212402,10.339604377746582
2248,2248,0.25,7.39,9.660526275634766,8.924732208251953,-0.7357937097549438,-0.7610459327697754,-0.7105415463447571,8.818760871887207,9.030704498291016
2249,2249,0.51,0.06,7.6345648765563965,4.740177154541016,-2.894387722015381,-2.8655457496643066,-2.923229932785034,5.338047981262207,4.142305850982666
2250,2250,0.26,7.57,-1.2927290201187134,-1.9531335830688477,-0.6604045629501343,-0.6431668400764465,-0.677642285823822,-2.366180896759033,-1.5400863885879517
2251,2251,0.55,2.51,8.563114166259766,6.549702167510986,-2.0134119987487793,-2.0812532901763916,-1.945570468902588,6.196876525878906,6.902527809143066
2252,2252,0.39,2.99,5.104695796966553,3.222634792327881,-1.8820610046386719,-1.8991695642471313,-1.8649523258209229,3.1730735301971436,3.272195816040039
2253,2253,0.34,9.01,-1.0938421487808228,-1.5834698677062988,-0.4896277189254761,-0.5011844635009766,-0.4780709445476532,-2.4559082984924316,-0.7110314965248108
2254,2254,0.42,4.58,9.746246337890625,8.43799877166748,-1.3082473278045654,-1.3128342628479004,-1.3036603927612305,8.037222862243652,8.838774681091309
2255,2255,0.51,12.98,8.045432090759277,7.946464538574219,-0.09896773844957352,-0.10577178746461868,-0.09216368943452835,7.920221328735352,7.972707748413086
2256,2256,0.23,1.11,8.932535171508789,6.417864799499512,-2.5146708488464355,-2.4564788341522217,-2.5728626251220703,6.690539836883545,6.145190238952637
2257,2257,0.5,11.08,9.797563552856445,9.52199649810791,-0.27556681632995605,-0.26597127318382263,-0.2851623296737671,9.47996711730957,9.56402587890625
2258,2258,0.47,2.14,1.1279282569885254,-0.7968571782112122,-1.9247853755950928,-1.9637309312820435,-1.885839819908142,-1.7326626777648926,0.13894835114479065
2259,2259,0.2,0.67,2.7794981002807617,0.06074430048465729,-2.7187538146972656,-2.6962995529174805,-2.7412078380584717,-0.2360638678073883,0.3575524687767029
2260,2260,0.56,0.83,9.462593078613281,6.849785327911377,-2.6128077507019043,-2.5633442401885986,-2.66227126121521,5.598928451538086,8.100642204284668
2261,2261,0.35,5.47,8.729307174682617,7.62523078918457,-1.1040759086608887,-1.0745049715042114,-1.133646845817566,7.636849403381348,7.613611698150635
2262,2262,0.51,13.94,4.463176727294922,4.238407611846924,-0.2247692346572876,-0.21958446502685547,-0.22995398938655853,4.003917694091797,4.472897529602051
2263,2263,0.45,8.25,9.178641319274902,8.517547607421875,-0.6610938310623169,-0.668565571308136,-0.653622031211853,8.524909973144531,8.510186195373535
2264,2264,0.35,10.06,0.3672444522380829,-0.018079012632369995,-0.3853234648704529,-0.3864750564098358,-0.38417190313339233,0.4201154112815857,-0.4562734365463257
2265,2265,0.54,5.84,-1.274493932723999,-2.4104104042053223,-1.1359164714813232,-1.1543316841125488,-1.117501139640808,-1.3070588111877441,-3.5137617588043213
2266,2266,0.24,11.04,10.020318984985352,9.65526008605957,-0.3650590181350708,-0.3547431230545044,-0.3753749132156372,9.372086524963379,9.938434600830078
2267,2267,0.55,6.7,1.0980521440505981,0.3616461753845215,-0.7364059686660767,-0.7495724558830261,-0.7232394218444824,0.42351630330085754,0.2997760772705078
2268,2268,0.49,8.43,9.936367988586426,9.439277648925781,-0.4970906972885132,-0.5012672543525696,-0.4929141402244568,9.645499229431152,9.233055114746094
2269,2269,0.58,11.47,9.995003700256348,9.686129570007324,-0.3088740110397339,-0.30095425248146057,-0.3167937994003296,9.553203582763672,9.819055557250977
2270,2270,0.22,12.23,-0.0817243680357933,-0.20514905452728271,-0.12342468649148941,-0.12446374446153641,-0.12238562852144241,1.014427900314331,-1.4247260093688965
2271,2271,0.39,0.31,1.3636066913604736,-1.49037766456604,-2.8539843559265137,-2.922776937484741,-2.785191535949707,-0.4789576232433319,-2.501797676086426
2272,2272,0.51,1.12,11.126266479492188,8.65263557434082,-2.4736313819885254,-2.4995522499084473,-2.4477102756500244,8.506930351257324,8.798340797424316
2273,2273,0.24,13.32,7.329055309295654,7.056361675262451,-0.27269357442855835,-0.27179664373397827,-0.27359047532081604,7.227890968322754,6.884832382202148
2274,2274,0.26,10.93,8.483877182006836,8.134222984313965,-0.34965401887893677,-0.3552459180355072,-0.3440621495246887,8.057294845581055,8.211151123046875
2275,2275,0.54,5.02,9.306807518005371,8.16276741027832,-1.1440398693084717,-1.1478135585784912,-1.1402660608291626,8.2456693649292,8.079864501953125
2276,2276,0.4,7.91,9.58599853515625,8.95539665222168,-0.6306016445159912,-0.6273608207702637,-0.633842408657074,9.137465476989746,8.773327827453613
2277,2277,0.44,2.61,7.508212089538574,5.51825475692749,-1.9899572134017944,-2.06105899810791,-1.9188554286956787,5.422162055969238,5.614347457885742
2278,2278,0.33,8.78,-2.0705742835998535,-2.629897356033325,-0.5593231916427612,-0.5745435357093811,-0.5441029071807861,-1.6778547763824463,-3.581939935684204
2279,2279,0.35,12.61,0.36428555846214294,0.17088884115219116,-0.19339671730995178,-0.19800490140914917,-0.1887885481119156,-0.3691864013671875,0.7109640836715698
2280,2280,0.29,11.34,10.207857131958008,10.001022338867188,-0.20683524012565613,-0.21268317103385925,-0.2009872943162918,9.802249908447266,10.199795722961426
2281,2281,0.51,1.28,3.9696202278137207,1.437178611755371,-2.5324416160583496,-2.5305371284484863,-2.534346103668213,1.1131395101547241,1.761217713356018
2282,2282,0.33,7.42,7.975769519805908,7.176172256469727,-0.7995972633361816,-0.8030439615249634,-0.7961505651473999,7.020140647888184,7.332203388214111
2283,2283,0.47,1.76,9.735506057739258,7.54825496673584,-2.187251091003418,-2.193375587463379,-2.181126356124878,7.510116100311279,7.5863938331604
2284,2284,0.59,8.19,9.010746002197266,8.417230606079102,-0.5935157537460327,-0.59054034948349,-0.5964911580085754,8.340055465698242,8.494406700134277
2285,2285,0.4,0.56,9.3974609375,6.613306045532227,-2.7841544151306152,-2.7674057483673096,-2.8009033203125,6.432287693023682,6.7943243980407715
2286,2286,0.39,1.04,7.8715643882751465,5.3920063972473145,-2.479557991027832,-2.461388111114502,-2.497727632522583,5.231113433837891,5.552899360656738
2287,2287,0.23,4.75,10.67981243133545,9.3803129196167,-1.29949951171875,-1.3308297395706177,-1.2681694030761719,9.32155704498291,9.439068794250488
2288,2288,0.6,10.71,10.082003593444824,9.734190940856934,-0.34781256318092346,-0.3497076630592346,-0.3459174633026123,9.86412239074707,9.604259490966797
2289,2289,0.53,2.44,7.47634220123291,5.565618515014648,-1.9107238054275513,-2.002899408340454,-1.8185482025146484,5.304666042327881,5.826570510864258
2290,2290,0.35,11.78,6.802915096282959,6.533941268920898,-0.2689736485481262,-0.2769612967967987,-0.26098600029945374,6.669122695922852,6.398759841918945
2291,2291,0.52,3.28,9.223165512084961,7.61189079284668,-1.6112747192382812,-1.6234571933746338,-1.5990923643112183,7.930315017700195,7.293466567993164
2292,2292,0.46,6.49,9.384050369262695,8.418689727783203,-0.965360164642334,-0.9382052421569824,-0.9925151467323303,8.454697608947754,8.382682800292969
2293,2293,0.35,0.29,0.91302490234375,-2.01863431930542,-2.93165922164917,-2.8745462894439697,-2.988771915435791,-0.9305533766746521,-3.106715202331543
2294,2294,0.44,12.47,7.896406173706055,7.584239959716797,-0.3121662139892578,-0.32797113060951233,-0.2963612675666809,7.730578899383545,7.437901020050049
2295,2295,0.4,14.84,2.1568288803100586,1.925173282623291,-0.23165547847747803,-0.21469616889953613,-0.24861477315425873,2.112241506576538,1.7381049394607544
2296,2296,0.43,8.43,9.649640083312988,9.080387115478516,-0.5692527294158936,-0.6023498773574829,-0.5361555814743042,8.528331756591797,9.63244342803955
2297,2297,0.45,0.27,3.44821834564209,0.5923706293106079,-2.8558475971221924,-2.8159079551696777,-2.895787239074707,-0.088267482817173,1.2730087041854858
2298,2298,0.37,4.61,10.087440490722656,8.780969619750977,-1.306471347808838,-1.2946348190307617,-1.3183079957962036,8.46924877166748,9.092691421508789
2299,2299,0.27,0.68,5.326145172119141,2.6307406425476074,-2.6954047679901123,-2.705476760864258,-2.685332775115967,2.6883468627929688,2.573134422302246
2300,2300,0.21,14.38,2.9432833194732666,2.862762928009033,-0.08052036166191101,-0.08704926818609238,-0.07399146258831024,2.90032958984375,2.8251960277557373
2301,2301,0.28,5.44,1.0087813138961792,-0.06671512126922607,-1.0754964351654053,-1.0838673114776611,-1.0671255588531494,0.9273408651351929,-1.060771107673645
2302,2302,0.27,4.57,8.296037673950195,7.07478666305542,-1.2212508916854858,-1.2342108488082886,-1.208290934562683,7.063072204589844,7.086501121520996
2303,2303,0.29,6.21,-0.8528639078140259,-1.7459659576416016,-0.8931020498275757,-0.9217742681503296,-0.864429771900177,-1.0961933135986328,-2.3957386016845703
2304,2304,0.22,11.19,9.474834442138672,9.041425704956055,-0.43340831995010376,-0.4023703336715698,-0.4644462764263153,8.937789916992188,9.145061492919922
2305,2305,0.28,8.22,6.901336669921875,6.30555534362793,-0.5957812070846558,-0.6037757396697998,-0.5877867341041565,6.23166036605835,6.379449844360352
2306,2306,0.5,5.0,-0.9643170833587646,-1.9959921836853027,-1.031675100326538,-1.025933861732483,-1.0374163389205933,-3.3943724632263184,-0.5976117849349976
2307,2307,0.45,3.1,10.013298034667969,8.25318717956543,-1.76011061668396,-1.7918096780776978,-1.7284114360809326,7.8381242752075195,8.66825008392334
2308,2308,0.59,0.8,0.778794527053833,-1.8425877094268799,-2.621382236480713,-2.5474743843078613,-2.6952900886535645,-0.994108259677887,-2.6910672187805176
2309,2309,0.21,1.34,0.7748481035232544,-1.6667076349258423,-2.4415557384490967,-2.4238271713256836,-2.4592843055725098,-0.8725447654724121,-2.4608705043792725
2310,2310,0.25,0.05,8.162178039550781,5.17897367477417,-2.9832043647766113,-3.024573564529419,-2.9418351650238037,5.174850940704346,5.183096408843994
2311,2311,0.45,2.43,8.898087501525879,7.046674728393555,-1.8514127731323242,-1.797532320022583,-1.905293345451355,6.64459753036499,7.448752403259277
2312,2312,0.34,3.58,10.602489471435547,9.037192344665527,-1.5652966499328613,-1.5896878242492676,-1.5409053564071655,8.837926864624023,9.236457824707031
2313,2313,0.26,7.24,9.793460845947266,9.002891540527344,-0.7905693054199219,-0.803006649017334,-0.7781319618225098,8.68971061706543,9.316071510314941
2314,2314,0.26,4.42,1.9544010162353516,0.44158652424812317,-1.5128145217895508,-1.4884331226348877,-1.5371959209442139,0.11101602017879486,0.7721570134162903
2315,2315,0.56,8.74,5.356940269470215,4.711787223815918,-0.6451529264450073,-0.6293315887451172,-0.6609742641448975,4.876101493835449,4.5474724769592285
2316,2316,0.48,3.85,0.4480876922607422,-0.9528888463973999,-1.400976538658142,-1.3782709836959839,-1.4236820936203003,-0.9962762594223022,-0.9095013737678528
2317,2317,0.55,4.1,6.724817752838135,5.245063781738281,-1.4797539710998535,-1.5056182146072388,-1.4538896083831787,5.4490132331848145,5.041114807128906
2318,2318,0.31,3.28,9.951515197753906,8.124177932739258,-1.8273375034332275,-1.8087941408157349,-1.8458809852600098,8.447628021240234,7.800728797912598
2319,2319,0.57,12.22,5.745304107666016,5.4678955078125,-0.2774084210395813,-0.2798175811767578,-0.2749992311000824,5.34657096862793,5.5892205238342285
2320,2320,0.34,1.96,-2.3088717460632324,-4.485198974609375,-2.1763272285461426,-2.099839925765991,-2.252814531326294,-6.285905838012695,-2.684492588043213
2321,2321,0.36,2.18,1.555343747138977,-0.4157794713973999,-1.971123218536377,-2.010209321975708,-1.9320369958877563,-0.3363824188709259,-0.4951764941215515
2322,2322,0.44,3.64,7.614957809448242,6.0646748542785645,-1.5502829551696777,-1.556765079498291,-1.5438008308410645,5.51129150390625,6.618058204650879
2323,2323,0.33,14.6,9.11088752746582,8.963050842285156,-0.14783693850040436,-0.13951528072357178,-0.15615859627723694,8.933697700500488,8.992403030395508
2324,2324,0.55,13.65,10.682300567626953,10.520668983459473,-0.16163161396980286,-0.15587067604064941,-0.1673925518989563,10.647727012634277,10.393610954284668
2325,2325,0.57,5.13,6.826562404632568,5.589506149291992,-1.2370561361312866,-1.2991232872009277,-1.1749889850616455,5.324650764465332,5.854361057281494
2326,2326,0.35,4.04,-1.0178637504577637,-2.482193946838379,-1.4643301963806152,-1.4674859046936035,-1.461174488067627,-0.7911854982376099,-4.1732025146484375
2327,2327,0.56,11.46,8.213796615600586,7.924167633056641,-0.2896285057067871,-0.28941836953163147,-0.28983867168426514,7.8653459548950195,7.982989311218262
2328,2328,0.57,4.88,7.581846237182617,6.466732978820801,-1.1151131391525269,-1.1056156158447266,-1.1246106624603271,6.99398136138916,5.939484596252441
2329,2329,0.22,14.11,-1.6758322715759277,-1.8565497398376465,-0.18071742355823517,-0.18559294939041138,-0.17584189772605896,-1.1757688522338867,-2.5373306274414062
2330,2330,0.47,8.14,7.800609111785889,7.1126909255981445,-0.6879183650016785,-0.6531956791877747,-0.7226410508155823,7.228731632232666,6.996650218963623
2331,2331,0.24,13.57,-2.232048988342285,-2.5111749172210693,-0.2791258692741394,-0.2781367897987366,-0.28011494874954224,-2.5766708850860596,-2.445678949356079
2332,2332,0.34,2.61,6.9730448722839355,4.973353862762451,-1.9996910095214844,-2.0244696140289307,-1.9749122858047485,4.690629005432129,5.256078720092773
